temp,light,ph,type,label
26.66276388075065,444.49705071090625,10.001064937194439,spirulina,0
29.609777822214035,240.3101010321436,6.112044445477218,chlorella,0
25.693045744871444,851.1196004107109,10.12344232133195,spirulina,0
31.778745470425424,459.5381759352767,7.40774165875805,chlorella,0
24.857121195310242,584.9275755330609,9.366261053132948,spirulina,0
29.453803665782655,269.6591763996932,10.129729274279397,spirulina,1
20.89989709398636,161.7308944435244,6.103341967771689,chlorella,0
27.68567812413753,236.4777118567908,9.346332901872785,spirulina,1
22.021021326789484,219.52774069707314,7.98569734993978,chlorella,1
28.714910548852142,654.4480072988483,9.628998600974802,spirulina,1
27.14959332838739,266.9931403893885,6.982642111245029,chlorella,1
30.065201019576154,739.1463769077922,10.120537302440693,spirulina,0
24.575151545341946,566.8164597749267,6.218714560098847,chlorella,0
27.321129374821943,254.8874104765454,7.344499385330991,chlorella,1
30.899376813723112,314.5704745933446,10.38340854992816,spirulina,0
26.915522009244086,324.0185818373771,6.950905823475109,chlorella,1
26.361541248938728,444.0581321197879,7.539979566391561,chlorella,0
25.43053454377022,577.7086876863791,7.341249440220574,chlorella,1
27.943036764893936,139.08798191270688,7.092457889035883,chlorella,0
28.01756708880943,629.00261349481,8.081276244685151,spirulina,0
27.796919031394527,330.315922900678,7.133549844757734,chlorella,1
19.650769419237406,673.2347407111101,7.068427665440213,chlorella,0
25.292324683178915,408.8148612352834,6.10513918173578,chlorella,0
31.786181845835095,532.2952298765688,7.254846604386563,chlorella,1
18.345477463380597,388.1959521655388,6.8645949564318105,chlorella,0
25.136092508449323,294.74043453596016,6.727066374910921,chlorella,1
29.991326869904796,245.83879771026562,7.619305089860324,chlorella,0
34.23702741278899,603.6513987501098,8.945614647556074,spirulina,1
18.011051315230286,358.19148495831024,6.6119284939432985,chlorella,0
24.475890157025418,351.33816626265696,6.376271741078929,chlorella,1
29.0394166446063,653.600520318864,7.89713987082026,chlorella,0
18.0163364423899,105.65424509692929,7.87089358177348,chlorella,0
26.17126990416957,305.3365254443961,9.883198284722521,spirulina,0
34.9202874983367,657.156136395414,10.47957522001888,spirulina,0
24.729218726720877,287.80900092436025,7.989502507415459,chlorella,0
31.212972428690154,458.953463024185,8.914126785147367,spirulina,0
29.476276319305892,403.05495432775507,6.213260965266994,chlorella,0
27.073889639243042,329.5296637479015,7.974700046532905,spirulina,0
29.951017099803416,107.21330697603995,6.6842665773968175,chlorella,0
25.79915992373998,615.7105211308109,7.943194172682389,chlorella,0
28.56871058776143,331.824919316638,8.816381064527315,spirulina,0
23.586906378220625,497.2604778061506,6.480440000819113,chlorella,0
25.078776734211772,240.11065584181915,6.854927997865623,chlorella,1
30.083311392295556,576.9205079054259,7.847213558187599,spirulina,0
33.1222367176789,246.79473404908973,9.871702335839974,spirulina,0
29.450203311212647,751.5656902321559,9.624096366300325,spirulina,1
29.589311353387366,259.6710726482065,6.990301268685853,chlorella,0
28.126981157140726,557.2711195387493,9.1677239716005,spirulina,1
29.600633490424524,512.9890164993542,9.560377104383154,spirulina,1
21.87166594754886,286.9849561506759,6.501786944954825,chlorella,0
23.63240345041705,604.6493684425685,7.8561319938861,chlorella,0
27.784461841828602,350.8462443521719,7.2432066792628955,chlorella,1
26.37284821889239,530.924218760317,10.349787983669703,spirulina,0
32.219079364466154,372.62337957763054,9.280240666417676,spirulina,0
33.85560196495954,425.5784667159563,7.5838331807676465,spirulina,0
27.49831281938806,347.1424496882148,9.670913708127866,spirulina,0
23.418521647770216,345.5663156441969,6.079713492121335,chlorella,0
31.387578630764878,109.20976330684351,6.517408112102365,chlorella,1
30.021072273023407,454.31674240531896,6.994486984748083,chlorella,0
19.107418007311598,225.505707250159,7.060869723587565,chlorella,0
25.337201406992534,546.8322895062469,6.07445952658326,chlorella,0
29.414447307767503,302.0174008704397,9.709082662899228,spirulina,0
30.000725955211436,371.3869752121296,10.124371221872524,spirulina,1
28.098660439923243,503.0774889600862,7.900526431876578,chlorella,0
30.89568917624355,226.18482719182177,7.572343311536865,spirulina,0
34.30735086566045,426.59908356321506,8.257621971938573,spirulina,0
22.072490176615524,147.07805173906277,6.9728748428659495,chlorella,0
32.99021580173308,257.8750631767077,7.946668443778139,spirulina,0
25.057740026899186,592.6487325460774,7.902984049642259,chlorella,0
19.170961696091823,349.8960455198775,6.639294328453577,chlorella,0
31.664737342370962,848.1105498950277,8.410586972482102,spirulina,1
30.681816989183993,282.2346604095801,7.424459234098956,chlorella,0
35.14438295050571,797.463739769617,10.428892940566872,spirulina,0
23.034187073588843,361.96774452494515,7.431655190675941,chlorella,0
35.525550927817,350.765958468965,9.101502911700843,spirulina,1
24.623060682225756,305.1853631786007,6.263971337799879,chlorella,0
23.69636534006117,561.0120178665748,6.487763711726261,chlorella,0
25.975038881164647,883.6277412390833,7.540787831224052,spirulina,0
25.17899975768448,675.6537021572655,9.840800586104226,spirulina,0
19.21665001750928,301.58932930062497,6.9966078490613395,chlorella,0
26.13036138073428,712.2317582136423,7.71392796833673,spirulina,0
26.965394013525856,120.92275525826844,6.3672982141234336,chlorella,1
26.772216540708175,745.1347401825449,9.39361815584224,spirulina,0
22.677381251931983,601.1819020020212,7.050652531983041,chlorella,0
24.219356505053767,230.74961646270668,8.497870441187807,spirulina,0
